Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Purchase_Hour,purchase_Day,Customer_Value,Cluster,Customer_Segment
90-363-8040,27,Male,High,Divorced,Bachelor's,Middle,"Hospitalet De Llobregat, L'",Health Care,483.23,7,Online,2,4,2,Medium,Somewhat Sensitive,0,5,High,Smartphone,PayPal,12/19/2024,TRUE,FALSE,Impulsive,Express,9,0,Thursday,3382.61,2,Frequent Buyers
65-533-1660,18,Male,Middle,Married,Master's,High,Palma De Mallorca,Home Appliances,415.3,11,In-Store,4,2,1,Low,Very Sensitive,1,9,Unknown,Tablet,PayPal,9/25/2024,FALSE,TRUE,Impulsive,Standard,2,0,Wednesday,4568.3,2,Frequent Buyers
98-376-8787,36,Male,High,Married,Master's,Middle,Pho Duc,Electronics,85.52,7,Mixed,1,5,0,Medium,Somewhat Sensitive,1,3,Low,Smartphone,Other,10/31/2024,FALSE,TRUE,Planned,No Preference,7,0,Thursday,598.64,1,High Value
18-938-9896,44,Female,Middle,Widowed,High School,High,Åeba,Packages),422.31,2,In-Store,3,4,1,Medium,Very Sensitive,0,6,Unknown,Smartphone,Other,8/9/2024,TRUE,TRUE,Impulsive,No Preference,3,0,Friday,844.62,0,Low Value
04-829-7037,48,Bigender,High,Married,High School,High,Yaguaraparo,Arts & Crafts,70.42,11,Online,4,5,1,High,Not Sensitive,2,7,Low,Desktop,Other,10/1/2024,FALSE,TRUE,Need-based,Express,14,0,Tuesday,774.62,1,High Value
93-455-0576,23,Female,Middle,Widowed,Master's,Middle,Novoorsk,Toys & Games,437.4,6,Mixed,1,4,1,High,Somewhat Sensitive,2,5,Low,Tablet,Credit Card,6/16/2024,FALSE,FALSE,Planned,Express,1,0,Sunday,2624.4,2,Frequent Buyers
84-637-9188,35,Male,Middle,Divorced,Bachelor's,Middle,Wuyang,Jewelry & Accessories,207.11,4,Mixed,1,4,2,High,Not Sensitive,0,1,Low,Tablet,Other,3/28/2024,TRUE,FALSE,Need-based,No Preference,2,0,Thursday,828.44,0,Low Value
81-111-7832,50,Female,High,Widowed,Bachelor's,Middle,PelasgÃ­a,Animal Feed,378.87,2,Online,5,2,2,Unknown,Very Sensitive,2,2,Medium,Desktop,Debit Card,6/16/2024,TRUE,FALSE,Planned,No Preference,9,0,Sunday,757.74,0,Low Value
77-401-8183,30,Female,High,Divorced,High School,High,PhÃºc Thá»,Baby Products,349,10,Mixed,3,5,1,Low,Not Sensitive,1,5,Low,Desktop,PayPal,1/15/2024,FALSE,TRUE,Planned,No Preference,10,0,Monday,3490,2,Frequent Buyers
01-484-8220,38,Male,Middle,Married,Bachelor's,Middle,Vsevolozhsk,Hotels,330.27,3,In-Store,3,2,1,High,Not Sensitive,1,9,High,Smartphone,Other,2/10/2024,TRUE,FALSE,Impulsive,No Preference,9,0,Saturday,990.81,0,Low Value
11-121-0709,42,Male,Middle,Married,Master's,Middle,Kara Suu,Health Supplements,410.29,10,Online,2,4,1,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,9/2/2024,TRUE,FALSE,Planned,Express,1,0,Monday,4102.9,2,Frequent Buyers
36-649-0081,24,Female,High,Divorced,Master's,Middle,Beigucheng,Hotels,400.86,7,Online,3,3,1,High,Very Sensitive,1,7,Low,Smartphone,Credit Card,9/12/2024,TRUE,FALSE,Planned,No Preference,5,0,Thursday,2806.02,2,Frequent Buyers
61-176-8712,27,Female,High,Married,Master's,Middle,Cerro,Beauty & Personal Care,225.12,11,In-Store,3,2,1,Medium,Somewhat Sensitive,0,1,Unknown,Desktop,Cash,8/31/2024,TRUE,FALSE,Planned,Express,6,0,Saturday,2476.32,1,High Value
75-526-2611,36,Female,High,Widowed,Master's,High,Yamaga,Beauty & Personal Care,273.48,12,Online,5,3,2,Low,Very Sensitive,0,5,Medium,Smartphone,Other,1/22/2024,TRUE,FALSE,Wants-based,Express,5,0,Monday,3281.76,1,High Value
72-339-1854,19,Bigender,High,Single,Master's,Middle,Sacramento,Furniture,363.84,11,Online,3,2,1,Low,Not Sensitive,0,3,Medium,Desktop,Cash,8/30/2024,TRUE,FALSE,Impulsive,Express,5,0,Friday,4002.24,2,Frequent Buyers
80-360-6324,24,Female,High,Single,Bachelor's,Middle,Foso,Packages),302.6,9,Online,1,4,2,Medium,Very Sensitive,2,10,Unknown,Desktop,Debit Card,7/23/2024,FALSE,TRUE,Impulsive,Standard,2,0,Tuesday,2723.4,2,Frequent Buyers
24-591-4327,35,Male,High,Divorced,High School,High,Nowe Brzesko,Animal Feed,317.09,6,Online,1,1,1,High,Not Sensitive,2,2,High,Desktop,Other,4/11/2024,TRUE,FALSE,Impulsive,Standard,4,0,Thursday,1902.54,0,Low Value
58-487-8848,38,Female,High,Married,High School,High,KonÄrak,Beauty & Personal Care,193.32,9,Mixed,4,3,0,Unknown,Very Sensitive,0,8,High,Tablet,PayPal,7/11/2024,FALSE,TRUE,Wants-based,Express,6,0,Thursday,1739.88,1,High Value
61-453-3503,34,Male,High,Widowed,High School,High,Qingshandi,Software & Apps,282.24,6,Online,2,3,2,Unknown,Not Sensitive,1,7,Medium,Desktop,Credit Card,9/16/2024,TRUE,TRUE,Need-based,No Preference,1,0,Monday,1693.44,0,Low Value
63-680-7694,29,Female,High,Divorced,Master's,Middle,Mbala,Hotels,154.19,6,Online,5,4,1,Medium,Very Sensitive,2,1,Unknown,Tablet,PayPal,9/22/2024,TRUE,TRUE,Need-based,No Preference,1,0,Sunday,925.14,1,High Value
51-431-7150,41,Female,Middle,Widowed,Bachelor's,Middle,Shiqiao,Furniture,84.15,10,In-Store,1,3,1,High,Not Sensitive,2,1,High,Desktop,PayPal,11/3/2024,TRUE,TRUE,Impulsive,Standard,1,0,Sunday,841.5,1,High Value
23-039-9347,41,Male,Middle,Divorced,High School,High,Yatsuomachi-higashikumisaka,Health Supplements,214.69,7,In-Store,4,4,0,Medium,Not Sensitive,1,7,Unknown,Tablet,Credit Card,5/15/2024,TRUE,TRUE,Wants-based,Standard,9,0,Wednesday,1502.83,1,High Value
18-832-6916,32,Male,High,Married,Bachelor's,High,Czarna DÄ…brÃ³wka,Animal Feed,61.21,12,Mixed,5,5,0,Unknown,Not Sensitive,0,5,Low,Smartphone,Credit Card,11/24/2024,TRUE,FALSE,Planned,Standard,13,0,Sunday,734.52,1,High Value
29-438-8126,36,Female,Middle,Single,High School,High,Pasirmadang,Packages),462.48,11,Online,1,3,0,Medium,Very Sensitive,2,2,Low,Smartphone,Debit Card,3/31/2024,FALSE,FALSE,Planned,Express,12,0,Sunday,5087.28,2,Frequent Buyers
68-201-1633,33,Male,Middle,Married,Bachelor's,High,MaÃ±o,Software & Apps,449.18,3,Mixed,5,3,2,Medium,Somewhat Sensitive,0,8,High,Tablet,Credit Card,3/21/2024,TRUE,TRUE,Wants-based,Standard,10,0,Thursday,1347.54,0,Low Value
07-314-2945,25,Female,Middle,Married,Master's,Middle,Tiwi,Mobile Accessories,314.36,7,In-Store,3,5,2,Medium,Very Sensitive,1,4,Unknown,Desktop,Cash,7/3/2024,TRUE,FALSE,Impulsive,Express,1,0,Wednesday,2200.52,2,Frequent Buyers
64-490-6975,46,Female,Middle,Married,Bachelor's,Middle,Ahar,Jewelry & Accessories,367.7,3,Mixed,3,5,2,Unknown,Somewhat Sensitive,2,3,High,Desktop,Credit Card,3/17/2024,TRUE,TRUE,Need-based,No Preference,3,0,Sunday,1103.1,0,Low Value
91-789-3191,41,Female,High,Single,High School,Middle,Dake,Sports & Outdoors,229.97,7,Mixed,3,4,0,Unknown,Very Sensitive,2,9,Unknown,Desktop,Other,11/21/2024,FALSE,TRUE,Need-based,Standard,6,0,Thursday,1609.79,1,High Value
83-714-9649,28,Female,Middle,Widowed,Bachelor's,Middle,Harstad,Home Appliances,226.53,3,Online,3,1,1,High,Not Sensitive,1,10,Medium,Desktop,PayPal,8/2/2024,TRUE,FALSE,Wants-based,No Preference,13,0,Friday,679.59,0,Low Value
33-203-4230,23,Male,High,Divorced,Master's,Middle,Perbaungan,Software & Apps,218.32,2,Mixed,5,3,0,High,Not Sensitive,2,7,Low,Desktop,PayPal,9/24/2024,FALSE,FALSE,Need-based,Express,3,0,Tuesday,436.64,0,Low Value
90-918-2833,48,Female,High,Widowed,High School,High,Soroti,Furniture,132.67,7,In-Store,2,5,1,Low,Very Sensitive,2,3,Low,Smartphone,Other,12/18/2024,TRUE,FALSE,Impulsive,Express,1,0,Wednesday,928.69,1,High Value
53-409-1176,26,Male,High,Single,Master's,High,Caruaru,Arts & Crafts,416.96,7,In-Store,5,1,1,High,Not Sensitive,0,1,High,Tablet,Other,5/25/2024,FALSE,FALSE,Planned,Express,7,0,Saturday,2918.72,2,Frequent Buyers
52-491-3386,39,Female,High,Married,Master's,Middle,Kamiennik,Arts & Crafts,459.51,7,In-Store,1,2,2,High,Not Sensitive,0,5,Medium,Tablet,Debit Card,1/5/2024,TRUE,FALSE,Need-based,No Preference,11,0,Friday,3216.57,2,Frequent Buyers
10-870-3357,45,Male,Middle,Married,High School,High,Boundiali,Sports & Outdoors,487.96,2,Mixed,5,3,2,Low,Very Sensitive,0,2,Unknown,Desktop,PayPal,3/15/2024,TRUE,TRUE,Need-based,No Preference,12,0,Friday,975.92,0,Low Value
41-816-7753,22,Male,Middle,Divorced,High School,High,GÃ¶tene,Toys & Games,150.11,7,Mixed,4,4,1.5,Low,Very Sensitive,0,3,High,Smartphone,Credit Card,7/23/2024,TRUE,FALSE,Wants-based,Standard,8,0,Tuesday,1050.77,1,High Value
68-296-5978,36,Male,High,Married,High School,Middle,Kadumelati,Hotels,218.87,5,Mixed,4,3,0,Medium,Very Sensitive,0,4,Medium,Smartphone,Cash,9/18/2024,TRUE,FALSE,Planned,No Preference,11,0,Wednesday,1094.35,0,Low Value
03-874-9055,29,Female,Middle,Married,Bachelor's,High,Amparo,Mobile Accessories,437.06,7,In-Store,3,5,2,Low,Very Sensitive,0,6,Low,Smartphone,Cash,3/9/2024,FALSE,FALSE,Impulsive,Express,11,0,Saturday,3059.42,2,Frequent Buyers
28-123-8406,33,Male,High,Married,Bachelor's,High,Shimen,Beauty & Personal Care,122.58,2,In-Store,5,4,1.5,Low,Not Sensitive,2,5,Unknown,Tablet,Other,1/29/2024,TRUE,FALSE,Impulsive,Express,12,0,Monday,245.16,0,Low Value
01-089-2223,35,Male,High,Married,Master's,Middle,Philadelphia,Food & Beverages,195.07,8,Online,3,1,1,High,Somewhat Sensitive,0,6,Unknown,Smartphone,Debit Card,7/22/2024,FALSE,FALSE,Impulsive,No Preference,10,0,Monday,1560.56,1,High Value
23-758-1012,39,Female,Middle,Single,High School,High,Myingyan,Books,190.06,9,In-Store,5,1,1,Unknown,Somewhat Sensitive,1,2,Low,Smartphone,Other,2/3/2024,TRUE,TRUE,Planned,Standard,12,0,Saturday,1710.54,1,High Value
34-788-8387,38,Female,Middle,Single,High School,Middle,Qingqu,Groceries,485.76,10,In-Store,3,4,0,Medium,Somewhat Sensitive,0,4,High,Desktop,Debit Card,6/3/2024,TRUE,TRUE,Wants-based,No Preference,4,0,Monday,4857.6,2,Frequent Buyers
53-865-9342,27,Female,High,Single,Bachelor's,High,Poste de Flacq,Books,242.57,7,In-Store,1,1,1,Low,Not Sensitive,0,10,Low,Smartphone,PayPal,10/5/2024,TRUE,FALSE,Wants-based,No Preference,1,0,Saturday,1697.99,1,High Value
79-052-8470,35,Male,Middle,Widowed,High School,High,Å¢awr al BÄá¸©ah,Arts & Crafts,303.13,2,Online,1,1,1,High,Not Sensitive,0,7,Medium,Desktop,Debit Card,1/4/2024,FALSE,TRUE,Need-based,Standard,10,0,Thursday,606.26,0,Low Value
86-359-7320,43,Female,Middle,Widowed,Master's,Middle,Phu Loc,Toys & Games,136.1,5,In-Store,3,5,2,Low,Very Sensitive,0,2,High,Tablet,Debit Card,2/27/2024,FALSE,TRUE,Planned,Express,14,0,Tuesday,680.5,0,Low Value
27-111-2242,40,Bigender,High,Single,Bachelor's,Middle,Jembangan,Electronics,249.02,11,Mixed,3,2,0.3,Medium,Not Sensitive,1,1,Medium,Smartphone,PayPal,10/1/2024,TRUE,TRUE,Planned,Express,14,0,Tuesday,2739.22,1,High Value
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,466.74,7,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,12/11/2024,TRUE,TRUE,Need-based,Express,5,0,Wednesday,3267.18,2,Frequent Buyers
04-660-2742,46,Agender,High,Married,High School,High,Meijiang,Animal Feed,229.3,6,In-Store,4,5,2,Unknown,Somewhat Sensitive,0,6,Unknown,Smartphone,Other,11/25/2024,FALSE,FALSE,Planned,Express,6,0,Monday,1375.8,0,Low Value
96-496-9833,30,Female,High,Single,High School,High,LaÃ±gub,Packages),450.52,8,Online,2,2,0.2,High,Somewhat Sensitive,0,6,Low,Desktop,PayPal,1/13/2024,TRUE,TRUE,Need-based,No Preference,8,0,Saturday,3604.16,2,Frequent Buyers
27-672-6081,35,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Groceries,246.44,4,Mixed,3,1,1,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Debit Card,9/17/2024,FALSE,TRUE,Wants-based,No Preference,5,0,Tuesday,985.76,0,Low Value
66-033-0540,34,Male,High,Widowed,High School,Middle,StÄ›boÅ™ice,Home Appliances,93.52,2,Online,1,5,1,Unknown,Somewhat Sensitive,1,2,High,Desktop,PayPal,8/12/2024,FALSE,TRUE,Planned,No Preference,12,0,Monday,187.04,0,Low Value
99-643-9845,28,Female,Middle,Married,High School,High,Banturkrajan,Groceries,137.75,6,Online,3,3,2,High,Very Sensitive,0,1,Medium,Smartphone,Cash,9/9/2024,FALSE,TRUE,Need-based,No Preference,4,0,Monday,826.5,1,High Value
27-571-9402,44,Female,Middle,Married,Master's,Middle,SÃ£o Torcato,Home Appliances,78.64,5,Mixed,3,4,2,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,5/26/2024,TRUE,FALSE,Planned,Standard,12,0,Sunday,393.2,1,High Value
10-430-5821,25,Male,High,Divorced,Master's,Middle,Kapan,Software & Apps,214.82,9,Mixed,5,4,0.3,Unknown,Very Sensitive,1,9,Medium,Tablet,Other,11/9/2024,TRUE,FALSE,Planned,No Preference,11,0,Saturday,1933.38,1,High Value
36-835-7445,45,Male,Middle,Married,Bachelor's,High,VÄƒn Giang,Mobile Accessories,57.39,3,Mixed,2,5,0.25,Unknown,Somewhat Sensitive,0,10,Medium,Desktop,Credit Card,7/19/2024,FALSE,FALSE,Impulsive,Standard,3,0,Friday,172.17,0,Low Value
41-602-4042,47,Female,High,Single,High School,Middle,Oslo,Beauty & Personal Care,363.91,10,Online,1,1,0.3,Medium,Very Sensitive,0,2,Low,Smartphone,Cash,1/7/2024,TRUE,TRUE,Planned,Standard,9,0,Sunday,3639.1,2,Frequent Buyers
63-743-6962,39,Male,Middle,Single,High School,Middle,Tanushimarumachi-toyoki,Travel & Leisure (Flights,304.79,12,In-Store,2,4,2,Low,Somewhat Sensitive,1,9,High,Desktop,Other,1/7/2024,TRUE,TRUE,Wants-based,Standard,10,0,Sunday,3657.48,2,Frequent Buyers
66-772-9922,32,Male,High,Divorced,High School,Middle,Kazo,Jewelry & Accessories,363.98,4,Online,4,4,1,Unknown,Somewhat Sensitive,2,7,Unknown,Tablet,PayPal,5/27/2024,TRUE,TRUE,Planned,Express,1,0,Monday,1455.92,0,Low Value
23-246-5927,47,Male,Middle,Widowed,Bachelor's,High,Rawa Mazowiecka,Books,249.6,7,Mixed,4,1,1,Low,Somewhat Sensitive,2,7,High,Smartphone,Debit Card,5/11/2024,TRUE,FALSE,Wants-based,Standard,11,0,Saturday,1747.2,1,High Value
74-022-7557,19,Male,High,Married,Bachelor's,Middle,WÅnsan,Electronics,345.04,12,In-Store,1,5,1,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,10/16/2024,TRUE,TRUE,Planned,Express,13,0,Wednesday,4140.48,2,Frequent Buyers
78-214-5658,48,Female,Middle,Single,High School,High,Villavicencio,Arts & Crafts,59.15,3,In-Store,4,2,1,Unknown,Not Sensitive,0,1,High,Desktop,Debit Card,4/19/2024,FALSE,FALSE,Need-based,Standard,8,0,Friday,177.45,0,Low Value
25-286-8786,27,Male,High,Single,Master's,High,Berlin,Home Appliances,461.81,12,Mixed,4,3,0,Medium,Very Sensitive,0,8,Low,Desktop,Other,6/7/2024,TRUE,FALSE,Wants-based,No Preference,8,0,Friday,5541.72,2,Frequent Buyers
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,280.88,4,Mixed,3,4,1,High,Not Sensitive,0,2,High,Smartphone,Credit Card,5/5/2024,TRUE,TRUE,Planned,No Preference,2,0,Sunday,1123.52,0,Low Value
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,283.7,8,Mixed,2,5,1,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,2/29/2024,FALSE,FALSE,Impulsive,Express,8,0,Thursday,2269.6,2,Frequent Buyers
19-386-9088,24,Female,High,Widowed,High School,Middle,Tallahassee,Luxury Goods,411.95,10,In-Store,5,3,1,Unknown,Not Sensitive,0,4,Unknown,Smartphone,PayPal,12/18/2024,TRUE,TRUE,Impulsive,Standard,5,0,Wednesday,4119.5,2,Frequent Buyers
16-583-2801,32,Female,Middle,Widowed,Master's,Middle,Anchorage,Gardening & Outdoors,476.11,5,In-Store,1,4,1,Unknown,Very Sensitive,2,10,High,Desktop,Debit Card,10/29/2024,TRUE,FALSE,Wants-based,Standard,1,0,Tuesday,2380.55,2,Frequent Buyers
83-752-5439,28,Female,Middle,Married,Master's,High,Mulhouse,Gardening & Outdoors,399.24,7,In-Store,4,2,1,Medium,Very Sensitive,1,2,Medium,Smartphone,Debit Card,6/21/2024,FALSE,FALSE,Need-based,Standard,10,0,Friday,2794.68,2,Frequent Buyers
25-485-2023,26,Male,Middle,Divorced,Master's,Middle,Tangkilsari,Jewelry & Accessories,90.79,12,In-Store,4,1,2,Medium,Somewhat Sensitive,0,2,Medium,Tablet,Other,9/16/2024,FALSE,FALSE,Planned,No Preference,6,0,Monday,1089.48,1,High Value
90-822-7664,38,Female,Middle,Married,Master's,Middle,San Carlos,Animal Feed,229.56,9,Online,1,2,1,Unknown,Somewhat Sensitive,0,9,Low,Tablet,PayPal,1/14/2024,TRUE,TRUE,Need-based,No Preference,11,0,Sunday,2066.04,1,High Value
22-039-6819,28,Female,Middle,Divorced,High School,Middle,Queluz,Sports & Outdoors,160.47,7,Mixed,1,5,0,Unknown,Not Sensitive,0,3,Unknown,Smartphone,Debit Card,3/17/2024,TRUE,FALSE,Wants-based,No Preference,6,0,Sunday,1123.29,1,High Value
50-395-1941,30,Genderqueer,High,Married,High School,High,SÃ¤rkisalo,Software & Apps,104.74,6,Online,2,4,2,Unknown,Very Sensitive,0,4,Low,Smartphone,PayPal,9/22/2024,FALSE,FALSE,Impulsive,No Preference,1,0,Sunday,628.44,1,High Value
99-771-9310,37,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Food & Beverages,399.95,10,In-Store,2,1,0,Low,Not Sensitive,1,2,High,Smartphone,Cash,3/7/2024,TRUE,FALSE,Need-based,Express,10,0,Thursday,3999.5,2,Frequent Buyers
18-518-0140,47,Female,High,Divorced,Bachelor's,Middle,Coro,Baby Products,337.33,8,In-Store,1,4,1,Unknown,Somewhat Sensitive,0,5,Medium,Desktop,Debit Card,11/25/2024,FALSE,FALSE,Planned,Express,10,0,Monday,2698.64,2,Frequent Buyers
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Jewelry & Accessories,204.83,6,In-Store,5,1,0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,4/22/2024,TRUE,FALSE,Wants-based,Standard,5,0,Monday,1228.98,0,Low Value
81-926-9297,22,Female,Middle,Widowed,Master's,High,GÃ¤vle,Packages),193.94,11,Mixed,4,1,0,Unknown,Not Sensitive,0,3,High,Desktop,Other,8/9/2024,FALSE,FALSE,Wants-based,Standard,9,0,Friday,2133.34,1,High Value
53-070-2625,46,Male,High,Married,Master's,Middle,Embu GuaÃ§u,Mobile Accessories,460.37,10,Online,5,4,2,Low,Very Sensitive,2,7,High,Desktop,Credit Card,7/13/2024,TRUE,TRUE,Wants-based,Express,12,0,Saturday,4603.7,2,Frequent Buyers
63-217-7638,34,Non-binary,Middle,Single,Bachelor's,Middle,Colima,Arts & Crafts,297.29,9,Online,5,4,2,Unknown,Not Sensitive,0,9,Low,Smartphone,Cash,1/1/2024,TRUE,TRUE,Need-based,Standard,3,0,Monday,2675.61,2,Frequent Buyers
64-120-6212,31,Male,Middle,Single,Bachelor's,Middle,Fubin,Books,389.47,4,In-Store,5,3,2,Low,Not Sensitive,1,9,High,Desktop,Credit Card,2/11/2024,TRUE,TRUE,Wants-based,Standard,6,0,Sunday,1557.88,0,Low Value
01-404-3425,38,Male,High,Single,Master's,High,Talshand,Home Appliances,370.05,11,Mixed,5,3,0,Medium,Very Sensitive,1,10,High,Smartphone,Cash,10/30/2024,TRUE,TRUE,Impulsive,No Preference,10,0,Wednesday,4070.55,2,Frequent Buyers
68-971-6148,45,Male,High,Single,Master's,Middle,Palampal,Jewelry & Accessories,462.24,2,Mixed,4,5,0,Low,Not Sensitive,2,1,Unknown,Smartphone,Other,3/19/2024,TRUE,TRUE,Wants-based,Express,13,0,Tuesday,924.48,0,Low Value
22-053-4627,30,Female,High,Married,High School,High,KamÃ¡rai,Food & Beverages,472.53,11,Online,4,1,1,Medium,Somewhat Sensitive,2,7,Medium,Smartphone,Debit Card,4/30/2024,FALSE,FALSE,Wants-based,Express,4,0,Tuesday,5197.83,2,Frequent Buyers
09-258-0424,45,Female,Middle,Married,High School,Middle,Ettelbruck,Home Appliances,407.29,3,In-Store,5,5,0,Low,Not Sensitive,0,5,Low,Tablet,Other,11/25/2024,FALSE,FALSE,Planned,Express,3,0,Monday,1221.87,0,Low Value
56-782-9001,18,Male,High,Married,Bachelor's,High,Cawayan,Mobile Accessories,135.65,8,Online,4,1,1,Low,Very Sensitive,0,9,Unknown,Desktop,Other,2/16/2024,FALSE,FALSE,Impulsive,Standard,14,0,Friday,1085.2,1,High Value
05-506-7216,36,Male,High,Single,Bachelor's,Middle,Don Carlos,Animal Feed,352.35,4,Online,2,2,0,Low,Very Sensitive,1,1,Low,Smartphone,Credit Card,6/20/2024,FALSE,FALSE,Planned,Express,14,0,Thursday,1409.4,0,Low Value
47-356-9730,25,Female,High,Single,High School,High,SeleuÅ¡,Books,441.73,12,Online,1,4,2,Low,Somewhat Sensitive,0,8,Medium,Smartphone,Credit Card,2/4/2024,TRUE,FALSE,Planned,Standard,8,0,Sunday,5300.76,2,Frequent Buyers
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Luxury Goods,105.95,12,Mixed,1,4,2,Low,Very Sensitive,1,7,Medium,Desktop,Cash,8/4/2024,FALSE,FALSE,Impulsive,Standard,11,0,Sunday,1271.4,1,High Value
17-364-8685,26,Male,High,Single,Master's,High,Ebebiyin,Groceries,351.54,11,Mixed,1,3,2,Unknown,Somewhat Sensitive,0,8,Unknown,Tablet,PayPal,3/21/2024,TRUE,FALSE,Planned,Express,12,0,Thursday,3866.94,2,Frequent Buyers
13-618-9438,40,Male,High,Divorced,Bachelor's,High,Chuquitira,Home Appliances,321.26,12,Online,4,1,0,Unknown,Very Sensitive,0,6,Unknown,Desktop,Debit Card,6/13/2024,FALSE,FALSE,Need-based,Standard,14,0,Thursday,3855.12,2,Frequent Buyers
32-457-2982,47,Female,High,Divorced,High School,Middle,Proletarsk,Animal Feed,421.5,11,Online,5,1,2,Low,Somewhat Sensitive,0,8,Unknown,Desktop,PayPal,4/4/2024,TRUE,TRUE,Need-based,Express,3,0,Thursday,4636.5,2,Frequent Buyers
43-386-2489,27,Bigender,High,Widowed,High School,Middle,Naghalin,Food & Beverages,253.29,6,Mixed,3,2,2,Unknown,Somewhat Sensitive,1,4,Unknown,Desktop,PayPal,5/2/2024,TRUE,FALSE,Planned,Standard,8,0,Thursday,1519.74,0,Low Value
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,217.62,3,Online,5,2,1,High,Very Sensitive,2,3,Low,Smartphone,PayPal,2/14/2024,FALSE,TRUE,Impulsive,No Preference,5,0,Wednesday,652.86,0,Low Value
65-431-1264,21,Male,Middle,Single,Bachelor's,High,Dhalie,Books,226.04,11,Online,4,1,1,Unknown,Very Sensitive,0,9,Medium,Desktop,PayPal,5/14/2024,TRUE,FALSE,Wants-based,Express,12,0,Tuesday,2486.44,1,High Value
73-367-8478,41,Genderfluid,High,Single,Bachelor's,High,Giesteira,Packages),52.79,4,Online,2,2,0,Low,Not Sensitive,1,7,Unknown,Tablet,Debit Card,2/6/2024,TRUE,TRUE,Impulsive,Express,4,0,Tuesday,211.16,0,Low Value
84-162-8799,43,Male,Middle,Widowed,High School,High,Khilok,Jewelry & Accessories,385.08,7,In-Store,2,4,1,High,Somewhat Sensitive,1,1,Low,Tablet,Debit Card,11/12/2024,FALSE,TRUE,Impulsive,No Preference,1,0,Tuesday,2695.56,2,Frequent Buyers
51-546-9992,33,Male,High,Widowed,Master's,Middle,Cimara,Hotels,181.1,2,Online,2,5,2,Low,Not Sensitive,2,7,Low,Tablet,Credit Card,12/26/2024,FALSE,FALSE,Impulsive,No Preference,5,0,Thursday,362.2,0,Low Value
89-189-3295,23,Female,Middle,Single,Master's,Middle,Vereshchagino,Office Supplies,246.41,7,In-Store,2,4,0,Unknown,Somewhat Sensitive,2,8,Low,Smartphone,Cash,10/1/2024,TRUE,FALSE,Need-based,Standard,11,0,Tuesday,1724.87,1,High Value
45-776-7217,37,Female,Middle,Divorced,Bachelor's,High,Binagadi,Baby Products,140.87,8,In-Store,3,3,2,Low,Not Sensitive,2,7,Medium,Tablet,Other,3/3/2024,TRUE,FALSE,Impulsive,No Preference,9,0,Sunday,1126.96,1,High Value
71-354-5174,34,Female,High,Single,Master's,High,Tsuen Wan,Software & Apps,151.25,2,In-Store,2,5,0,Medium,Somewhat Sensitive,1,8,Medium,Tablet,Debit Card,4/20/2024,TRUE,FALSE,Planned,No Preference,10,0,Saturday,302.5,0,Low Value
05-975-6985,27,Male,High,Divorced,Master's,Middle,Banjar Batanpoh,Hotels,171.52,3,Mixed,5,5,2,Medium,Very Sensitive,1,9,Medium,Smartphone,Cash,8/21/2024,TRUE,TRUE,Planned,Standard,12,0,Wednesday,514.56,0,Low Value
42-859-2475,40,Male,Middle,Widowed,Master's,High,Yenakiyeve,Sports & Outdoors,399.56,10,Online,4,2,1,Low,Not Sensitive,0,4,Medium,Desktop,Cash,10/21/2024,TRUE,TRUE,Need-based,No Preference,1,0,Monday,3995.6,2,Frequent Buyers
34-094-1923,40,Female,Middle,Widowed,Master's,Middle,San Ramon,Sports & Outdoors,173.46,4,Mixed,5,3,1,Unknown,Not Sensitive,0,9,Medium,Smartphone,PayPal,4/11/2024,FALSE,TRUE,Wants-based,No Preference,2,0,Thursday,693.84,0,Low Value
